,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
194904,-1.93,-1.99,0.22,-0.06,-0.33,-1.18,-2.42,0.24,-2.4,-3.84,-3.73,-4.95,-3.97,-4.11,-4.01,-5.04,1.09,-8.2,1.46,1.23,-1.64,7.26,-3.12,-3.84,-2.83,-1.67,-1.67,0.4,-0.21,-7.17
194905,-1.31,-1,2.9,-2.4,-2.21,-0.42,-1.11,-1.88,-0.97,-1.31,-3.32,-6.52,-3.04,-5.91,-2.96,-6.34,-1.23,-0.85,-5.71,-0.58,-2.18,-3.36,-4.41,-3.6,-3.35,-5.37,0.5,-0.23,-2,-1.23
194906,0.42,3.33,-0.06,0.83,0.15,-0.98,3.41,2.16,0.68,4.87,1.33,-1.27,2.98,0.24,1.02,-0.45,-2.2,0.1,-1.2,-0.92,1.12,3.56,-0.08,-0.29,-2.11,2.11,2.95,0.24,-0.66,-1.37
194907,5.31,7.24,3.1,0.98,3.65,8.96,3.88,6,4.6,5.9,7.33,7.86,5.07,7.08,9.13,3.51,3.3,6.51,6.23,4.73,2.41,9.02,6.64,5.95,3.99,4.37,5.21,4.23,6.32,8.79
194908,4.49,4.51,3.51,0.05,5.62,4.11,2.75,0.19,3.24,2.15,2.41,-0.28,2.67,0.88,1.81,0.38,2.45,2.96,5.53,3.66,0.98,2.52,0.56,5.53,0.75,3.31,1.46,-1.3,2.62,1.13
194909,2.35,5.67,2.68,1.48,2.54,3.16,4.31,1.86,4.93,2.74,3.02,3.56,3.27,3.52,2.39,3.84,1.69,3.52,3.02,4.06,1.23,11.9,3.83,4.61,2.79,4.49,2.18,2.1,6.27,3.81
194910,2.2,2.85,-1.39,3.65,2.24,8.94,4.18,3.38,4.16,1.43,3.35,5.09,2.94,2.66,7.2,3.48,3.72,-0.65,3.79,1.32,1.88,1.63,5.36,4.91,0.91,1,0.62,2.23,4.22,2.49
194911,1.91,4.49,2.19,0.38,-2.57,3.91,-0.69,4.81,5.06,0.7,4.34,2.67,-0.33,4.03,4.44,-0.47,-0.06,4.02,-2.88,3.24,1.67,0.21,3.7,2.58,0.89,1.13,2.16,3.13,3.02,2.87
194912,5.83,4.35,2.45,10.38,7.06,5.84,4.93,8.7,5.86,7.04,7.27,6.31,5.9,9.32,8.81,7.3,1.67,-2.47,1.16,3.26,1.59,4.88,8.94,8.6,8.33,4.32,4.79,5.5,6.14,2.34
195001,1.67,3.66,-0.85,-0.65,2.58,2.55,0.08,1.06,0.93,3.22,-0.16,3.69,1.65,5.43,1.66,5.12,4.19,3.55,-0.72,3.73,1.86,2.5,3.24,3.52,4.68,0.9,0.39,1.64,1.72,4.11
195002,1.68,-1.07,1.43,-7.17,-1.95,4.14,-5.03,1.92,0.98,-4.55,1.69,3.38,0.38,4.36,3.73,5.81,-0.51,-3.03,-0.49,2.39,0.66,-1.15,1.98,-0.25,1.68,1.62,2.4,2.06,3.44,5.03
195003,0.17,-0.29,-0.66,-1.64,-3.15,-0.34,-0.44,-2.9,3.58,-4.76,0.9,-1.51,-1.1,4.07,1.59,-3.24,-2.24,1.03,4.91,0.55,4.57,2.95,-0.09,2.09,-0.81,-0.5,-0.16,-1.88,-0.02,1.02
195004,-0.35,2.72,-2.83,3.43,2.12,8.04,1.51,5.52,9.42,7.5,4.39,7.58,2.75,6.71,10.4,10.65,4.13,-3.29,3.34,0.95,2.37,-0.16,1.62,7.65,1.09,-0.41,-0.34,6.39,-0.5,0.5
195005,2.35,-0.19,0.49,-4.25,0.35,5.23,6.49,3.96,7.45,3.27,4.31,6.14,4.12,0.35,6.86,-1.08,2.68,7.96,8.81,1.83,1.97,10.68,0.03,7.11,0.29,5.27,3.02,-0.19,4.74,4.07
195006,-6.64,-2.17,-4.48,-6.15,-6.32,-8.46,-5.28,-4.19,-6.69,-4.89,-8.64,-4.14,-5.81,-7.75,-3.93,-5.03,-6.21,-7.62,-4.47,-7.63,-4.28,-9.28,-8.3,-10.56,-6.34,-7.34,-4.27,-4.45,-7.62,-8.47
195007,-2.42,5.96,-1.89,4.8,-4.24,-2.15,5.91,-6.94,-3.81,16.85,-7.11,12.15,4.95,-1.59,-1.1,17.4,3.34,20.48,8.62,-5.23,-1.33,-1,-5.13,0.51,16.16,3.82,-1.2,-0.39,-6.02,-7.51
195008,5.33,3.22,0.35,2.88,8.57,10.79,3.54,3.68,7.78,2.78,6.7,4.74,4.6,3.91,8.92,-2.14,8.34,4.94,4.31,3.38,2.56,6.25,7.61,10.58,0.07,11.81,3.97,5.12,4.36,5.1
195009,3.82,10.13,4.77,10.93,14.19,3.43,5.95,6.16,4.2,4.52,8.57,3.22,7.06,4.66,8.38,-0.45,9.38,3.23,3.54,4.49,-0.46,5.62,5.6,6.55,4.26,5.24,8.72,6.51,8.56,6.93
195010,-0.43,-1.16,0.15,-5.89,-0.63,-0.83,-0.25,-1.76,-0.85,-0.47,-1.68,4,-0.76,-1.39,0.41,2.26,-1.96,-2.66,0.34,-0.73,0.21,-1.16,-1.64,0.02,-0.73,-3.61,1.12,-1.76,-1.1,0.18
195011,-0.58,3.21,-1.73,-1.32,-2.01,1.09,3.33,4.68,7.67,2.26,4.48,5.25,3.14,0.53,-1.84,6.24,7.47,4.9,5.28,-1.17,-0.24,-2.23,6.17,7.01,4.17,3.6,1.01,1.56,2.76,1.34
195012,1.46,6.4,-1.38,1.03,2.29,1.6,6.35,6.06,6.18,12.45,3.04,7.63,9.94,5.05,2.3,11.46,8.53,13.84,8.59,3.59,1.89,1.2,2.07,6.12,15.88,4.19,2.69,3.8,4.49,2.94
195101,4.54,8.69,3.72,4.81,6.96,7.65,2.22,3.1,4.32,3.73,8.11,8.48,6.39,10.43,9.01,3.08,6.13,4.01,6.34,5.02,1.88,5.02,3.4,5.35,8.25,5.22,3.48,7.56,2.17,9.83
195102,1.81,-3.4,-0.77,4.58,0.11,1.51,2.46,1.46,2.65,2.64,3.23,-2.31,1.71,1.32,2.96,1.74,0.19,0.26,0.97,3.11,4.11,0.41,0.25,1.83,-2.28,-1.53,3.42,2.71,2.2,1.58
195103,-1.25,-4.74,-1.58,-5.59,-4.33,-3.19,-4.92,1.7,-1.76,-9.28,0.59,-5.14,-4.51,-0.31,0.92,-7.9,-4.17,-5.97,-2.31,-1.41,-1.1,0.72,-1.94,-1.96,-3.63,0.51,-2.24,-3.78,0.54,-0.41
195104,0.43,5,-0.59,1.49,2.76,1.37,1.11,10.41,8.3,2.25,3.82,6.57,4.69,2.9,4.32,5.49,6.14,-2.51,11.03,0.21,0.85,-1.39,3.64,8.76,3.6,0.13,0.41,-1.57,3.9,3.41
195105,-1.14,-0.14,-2.09,-4.4,-5.19,-2.08,-2.25,1.57,-0.32,-0.6,-4.22,-3.74,-2.58,-3.38,-5.01,-2.73,-3.09,-0.68,-3.04,-0.05,-0.41,-0.45,-1.7,-2.81,-3.93,7.55,-1.77,-5.38,-1.57,-0.94
195106,-3.43,-2.55,-3.68,-0.06,-3.57,-8.43,-2.58,0.83,-0.69,-5.29,-2.22,-8.19,-4.9,-1.65,-6.66,-8.74,-4.69,-0.16,1.11,-0.39,-0.18,-1.61,-1.52,-1.76,-7.86,-7.28,-2.42,-5.04,-0.14,-1.66
195107,3.15,5.27,3.07,7.21,1.92,7.35,1.07,14.46,8.14,2.35,7.36,9.7,6.59,5.02,4.35,9.89,6.79,5.24,11.46,5.31,2.8,1.4,6.75,6.51,8.47,11.38,2.37,3.77,5.91,4.9
195108,3.52,2.85,3.45,6.15,3.96,2.54,3.08,-1.43,2.34,4.22,4.86,9.8,4.73,7.27,7.15,3.92,9.76,8,5.71,2.13,2.64,1,3.68,3.72,1.46,3.38,2.6,5.24,4.14,2.69
195109,-0.84,4.07,0.26,9.67,-0.72,0.37,-2.38,-1.82,-1.29,-2.25,1.15,1.3,1.86,3.56,2.52,3.84,5.99,5.17,-0.84,1.32,-0.04,0.32,2.97,-0.9,3.61,16.97,2.59,-0.33,1.2,0.14
195110,-3.52,-3.5,-2.36,-3.58,-0.19,-2.77,-0.7,-5.97,-7.57,-3.32,-1.93,-1.5,-2.36,-6.41,-2.02,-1.57,-5.12,-1.55,1.21,0.71,-1.08,0.62,-6.25,-3.43,-4.09,-9.39,-2.7,0.52,-2,-6.89
195111,-0.07,-1.67,0.34,-0.19,2.05,-0.61,-0.77,-0.48,0.11,1.09,-0.53,1.21,1.71,1.91,1.51,-1.84,2.06,4.11,-0.86,1.65,0.49,0.67,3.59,1.65,2.19,0.97,1.56,1.75,3.18,2.67
195112,2.34,2.72,0.82,-2.09,-2.43,2.41,1.25,5.14,8.34,1.37,3.22,0.45,3.78,4.79,3.53,1.34,-1.74,-0.79,4.8,3.26,0.87,1.46,5.1,3.38,1.67,-0.67,-0.25,0.6,6.25,3.29
195201,0.78,-4.04,5.21,-0.18,-1.79,0.49,1.32,0.65,-3.33,-5.11,0.15,3.04,0.7,-1.09,-1.31,3.35,4.78,4.96,6.62,3.09,0.18,6.21,-2.6,0.52,3.72,0.49,-0.6,3.53,2.73,1.75
195202,-1.25,-3.35,-2.6,0.07,-2.13,-0.33,-3.73,-4.25,-3.41,-3.64,-1.94,-6.14,-2.53,-3.85,-0.24,-3.66,-5.04,1.28,-3.46,0.7,-0.63,-1.81,-2.37,-2.36,-1.69,-3.27,-3.81,0.07,-0.21,-5.48
195203,1.49,-0.22,1.86,0.84,3.55,2.21,2.96,0.45,3.33,3.98,3.4,1.86,3.16,7.74,8.84,1.39,2,0.41,8.84,2.23,1.26,1.44,0.99,2.43,8.33,-0.96,2.78,5.02,3.9,3.43
195204,-2.01,-9.33,-3.83,-5.89,-2.78,-5.39,-3.24,-5.5,-7.28,-5.08,-3.93,-7.82,-4.46,-3.77,-3.86,-4.21,-5.79,-8.02,-7.65,-1.8,-0.75,-1.91,-2.63,-5.82,-3.38,-5.86,-1.6,-1.54,-1.57,-3.78
195205,2.45,1.77,-0.45,-7.83,2.26,-0.48,1.82,2.52,6.66,5.02,3.73,2.54,2.91,3.07,4.16,5.31,2.43,4.86,3.5,2.98,1.03,0.41,2.67,2.73,4.4,3.64,2.55,1.32,2.66,0.71
195206,2.27,2.64,3.72,1.03,0.62,2.31,2.68,-0.96,3.97,5.68,1.95,5.75,1.85,6.63,6.21,5.58,4.24,2.11,5.5,1.09,2.06,0.84,4.52,4.47,5.07,2.5,3.08,1.12,2.66,-0.84
195207,0.47,5.65,-0.81,-1.22,1.75,2.07,3.09,-4.38,1.27,-1.88,1.19,3.3,3.89,1.44,2.41,0.71,1.55,0.52,-1.04,2.03,0.25,-0.89,1.37,3.72,0.69,-0.77,2.18,-0.55,2.51,4.22
195208,1.39,0.1,1.52,5.31,-1.5,0.08,-1.64,-0.57,-1.6,-0.21,-0.98,-2.35,-2.05,-0.07,1.55,0.24,0.3,-0.91,-2.68,1.81,0.89,1.07,-0.49,-1.3,-0.34,-1.86,-0.25,3.81,-1.18,1.59
195209,-1.74,-12.59,-0.61,-1.44,-0.32,-0.9,-1.03,-4.09,-1.7,-5.58,-1.73,-3.85,-1.68,2.26,-0.94,-1.61,-2.48,0.53,-4.37,0.32,-0.34,-2.63,-1.16,-0.68,-1.89,-4.31,-0.57,1.21,0.26,-0.5
195210,-1.71,-2.33,7.19,-6.05,0.17,0.99,-3.17,-1.49,-2.08,-7.16,-2.05,-1.56,-2,-0.58,1.32,0.66,-4.98,-2.13,0.41,0.34,0.92,1.73,-1.94,-1.65,0.54,1.36,-1.26,-0.58,-3.31,-4.9
195211,4.75,9.65,8.2,8.7,3.49,5.26,7.31,7.22,10.1,5.79,7.2,7.81,7.28,10.53,7.51,5.7,6.13,9.68,1.97,5.08,4.07,-0.72,6.58,8.34,7.44,4.32,4.62,0.11,7.8,8.06
195212,1.56,-0.46,0.42,6.51,2.51,1.16,0.54,-1.95,1.68,4.24,2.73,4.22,2.36,2.52,7.06,2.31,2.12,-1.82,4.64,2.01,0.88,-0.69,4.11,2.97,3.75,2.09,1.24,5.11,4.1,0.08
195301,2.61,0.31,4.74,0.45,3.34,0.64,0.48,-5.11,0.2,-2.76,0.97,1.42,-0.16,-3.34,-0.44,6.47,-0.26,2.05,-3.06,0.92,1.03,2.57,-0.31,-1.37,1.74,-0.17,0.87,3.38,0.01,2.27
195302,0.52,0.2,5.15,4,4.33,-0.67,3.78,2.06,-2.62,1.63,0.05,-0.39,-0.71,0.34,-1.17,1.61,3.29,-0.59,0.34,0.51,-0.43,0.06,0.83,1.23,-1.15,-1.54,-0.09,2.95,-0.23,-1.57
195303,-0.41,-1.57,-4.46,4.91,-0.31,-0.57,-2.12,-0.17,0.07,-4.92,-0.29,-4.72,-0.71,-1.63,-4.55,-4.24,-3.95,-6.58,-0.47,0.15,-0.43,3.89,0.9,-1.08,-2.38,-1.71,-0.47,1.3,0.78,1.8
195304,-0.64,-3.71,4.5,-2.55,-1.68,-3.3,-1.26,-5.34,-3.34,-2.78,-2.09,-2.04,-1.77,0.81,-2.06,-4.09,-2.01,-6.8,-5.16,-2.94,-1.04,-0.99,-2.5,-2.08,-2.91,-3.26,-0.66,-0.89,-4.56,-1.37
195305,0.33,0.8,-0.15,-0.02,0.49,0.08,0.56,-0.04,0.01,-0.39,0.1,0.04,-0.39,0.99,-0.24,3.08,-1.86,-0.33,1.87,-0.14,0.37,6.81,1.43,1.3,2.76,0.24,1.57,-0.12,0.61,2.16
195306,-1.46,-0.93,1.36,-1.91,-3.7,-4.72,-1.53,-3.31,-1.26,-0.37,-4.47,-2.8,-4.15,-1.89,-2.99,-3.35,-3.99,-3.45,-0.04,-2.98,0.5,1.53,-2.24,-0.79,-1.26,-6.15,-1.95,-3.4,-2.96,-1.31
195307,2.44,3.66,4.68,3.17,-0.5,5.59,0.16,3.66,2.75,1.35,2.39,3.34,0.62,2.42,0.6,0.07,1.16,0.42,3.98,3.43,0.94,-0.36,2.1,3.36,1.46,0.19,2.09,1.32,1.33,0.71
195308,-2.65,-2.47,-5.63,-6.35,-4.69,-3.73,-1.17,0.05,-2.76,-5.2,-4.27,-8.02,-6.42,-6.01,-6.54,-3.38,-6.74,-7.12,-6.36,-0.35,-0.84,-2.59,-1.36,-5.3,-8.68,0.28,-2.41,-8.57,-3,-1.05
195309,0,-2.7,3.67,-2.69,1.58,-1.57,-1.77,0.42,1.8,-2.3,0.85,-0.46,0.42,5,-0.38,0.82,-0.72,-3.48,-1.91,1.65,1.77,0.15,0.37,3.79,-1.7,-2.15,0.24,-0.56,0.58,-1.04
195310,1.08,3.09,-1.95,2.69,5.13,6.53,1.92,2.66,4.51,0.36,6.01,8.27,4.33,8.6,8.06,5.77,3.36,1.55,5.68,4.45,1.39,5.61,4.67,7.03,3.63,1.29,0.84,0.22,4.51,3.97
195311,2.86,4.59,-7.87,10.24,2.08,4.41,0.63,7.98,4.73,-0.81,4.36,2.04,3.08,6.83,0.85,4.98,-0.57,3.22,1.98,3,2.26,2.18,1.47,6.8,1.97,1.6,3.53,2.19,4.15,4.09
195312,1.23,-1.44,-4.57,2.24,2.58,-0.19,-1.22,-1.34,0.83,-3.19,1.41,-0.84,-0.2,-0.69,-0.75,1.66,-3.53,-4.64,0.5,0.7,0.53,2.89,3.5,1.08,-3.72,-0.51,1.34,-0.89,0.24,4.77
195401,4.1,6.53,2.07,3.27,4.09,4.15,2.79,5.65,1.04,7.72,6.39,7.56,8.09,7.15,5.65,7.94,8.19,9.49,8.63,3.3,1.89,1.42,6.24,4.37,7.92,7.6,3.08,6.1,4.19,4.96
195402,0.03,-0.25,-3.39,2.38,3.91,-0.4,1.94,-0.19,0.09,1.75,2.22,0.31,2.5,5.49,1.52,5.7,4.3,-6.8,2.9,1.58,2.58,1.46,4.06,1.41,0.96,3,0.29,1.31,1.57,2.6
195403,2.84,-3.51,0.29,4.66,2.39,5.14,1.77,0.28,4.53,-2.75,1.72,6.07,1.74,7.09,3.74,11.8,3.42,0.79,4.31,2.94,1.72,2.88,12.36,6.15,-0.26,-0.77,0.46,-2.21,4.91,1.59
195404,1.12,-0.45,4.03,0.99,5.13,3.86,-0.46,1.2,6.68,-5.3,3.71,6.59,5.37,12.45,3.57,0.43,3.08,-1.98,6.22,1.26,1.96,1.97,2.65,7.84,1.75,1.4,1.59,1.99,5.38,4.1
195405,1.3,5.78,-0.47,3.47,1.78,6.18,4.01,1.61,3.58,12.93,3.15,6.93,4.67,-3.45,4.3,7.23,7.57,8.22,2.93,2.64,1.23,3.81,5.94,2.84,5.37,0.95,2.95,7.22,1.46,0.46
195406,3.2,-2.23,-9.27,1.11,2.67,5.31,2.23,-2.43,3.78,2.61,5.62,1.41,2.19,13.06,1.63,3.61,-0.78,3.49,-5.95,1.29,0.54,4.25,3.32,5.64,1.19,5.09,2.39,8.85,2.65,0.03
195407,5.29,9.05,8.07,7.65,4.41,1.97,6.88,8.21,2.28,8.47,5.62,7.96,5.06,-1.33,10.2,13.03,5.43,0.95,4.26,5.42,4.36,5.16,1.25,5.81,6.62,5.88,4.11,9.74,7.52,3
195408,-3.02,0.2,-1.37,5.86,-0.15,2.3,-3.97,-2.56,-3.38,-4.22,-3.48,-6.3,-2.97,-5.23,-3.7,1.3,-4.27,3.67,0.49,-1.73,-1.43,0.15,-3.52,-4.44,-4.1,-1.41,-0.18,11.85,-0.36,-0.1
195409,3.55,2.28,5.65,5.75,2.71,5.51,2.63,2.82,7.26,5.06,6.07,7.67,5.71,7.35,13.82,2.94,8.72,7.62,10.03,2.01,2.49,4.6,4.58,5.54,3.75,1.78,4.97,9.23,3.23,5.46
195410,-2.37,-1.22,-2.66,-5.83,-2.88,-1.17,-0.23,-1.62,-4.39,-1.74,2.63,0.26,1.7,-2.77,-0.41,0.26,-1.14,-5.28,-1.95,-3.81,-0.85,1.81,-0.34,-0.28,2.68,-2.97,-2.52,-1.31,-1.44,1.45
195411,6.39,6.86,2.98,8.4,5.08,7.66,3.96,12.56,14.75,10.26,14.9,15.4,9.79,9.83,5.72,9.74,11.37,20.35,7.94,5.67,3.43,5.52,19.95,11.96,11.64,8.2,8.44,4.27,10.66,6.24
195412,2.52,8.29,7.51,10.15,4.92,2.91,4.88,6.12,3.73,7.39,2.41,12.26,6.17,4.21,7.67,14.7,3.75,10.2,6.44,3.57,1.58,7.84,0.95,5.45,12.09,5.28,1.99,14.14,6.12,3.42
195501,0.2,-3.99,1.33,-1.42,0.24,-1.12,1.67,-2.88,-2.76,1.73,0.14,3.4,0.01,4.4,0.77,8.75,3.29,-3.45,0.44,1.45,0.8,0.65,1.78,-3.84,0.84,-1.41,1.85,3.87,0.14,-0.53
195502,1.81,1.63,-0.88,2.23,4.63,4.47,2.83,2.85,4.51,1.18,3.15,4.41,4.24,4.51,-0.97,3.75,-0.04,7.41,2.38,3.65,3.99,7.69,4.24,4.75,5.74,0.65,1.3,1.9,1.99,6.57
195503,-0.25,-2.14,-0.15,-3.08,-3.31,-1.94,1.11,6.09,-1.1,-5.25,0.64,2.96,0.5,-3.21,0.11,-2.37,8.72,0.24,-0.24,-0.73,-0.19,-4.35,3.01,1.02,-0.02,-2.38,-1.36,-0.8,1.14,-2.14
195504,4.2,-1.4,8.73,5.94,0.5,2.22,0.03,0.02,8.06,2.64,4.96,2.67,1.67,4.24,5.38,-7.49,-0.09,-2.14,0.6,2.56,1.97,-2.63,7.41,4.7,6.2,2.27,1.79,8.18,-1.45,7.1
195505,-0.14,2.97,-2.07,0.68,-0.5,0.12,0.71,3.15,5.35,0.19,2.27,2.08,-0.95,-0.38,-0.65,-0.65,5.97,8.62,-0.71,-0.14,1.29,-2.82,0.88,3.72,0.59,0.32,3.25,0.43,2.37,-3.24
195506,2.72,3.38,-1.29,3.6,5.12,2.35,3.24,0.17,12.28,5.82,3.93,12.45,4.82,3.22,9.47,-0.26,0.56,9.61,11.21,1.68,0.69,0.11,1.88,11.67,1.75,0.54,4.7,0.34,3.88,-0.89
195507,0.85,0.52,7.3,-0.1,1.23,1.9,3.29,0.13,-2.06,2.89,0.11,0.47,-0.39,-3.21,17.46,-1.96,-4.37,-2.67,2.82,3.68,2.61,2.5,-1.96,-3.62,-1.46,2.95,1.98,5.14,-0.81,-0.65
195508,-1.16,-0.26,1.65,-1.06,-2.72,1.4,-0.61,0.15,2.44,-1.46,1.16,6.21,0.26,2.1,-3.31,6.72,6.39,5.87,-1.17,0.05,-2.44,1.61,-1.2,-0.78,-0.57,-1.61,1.84,-1.86,0.81,4.9
195509,-2.96,-0.78,3.23,-5.29,0.23,-3.2,0.21,-3.17,-2.64,-1.37,0.54,0.68,-0.14,-5.81,9.22,-2.61,-3.77,-3.98,-0.35,-2.63,1.07,1.24,-1.49,-0.2,-1.78,-4.42,3.87,-3.67,-3.94,-0.83
195510,-0.18,-6.03,-0.37,-3.31,-0.16,-2.56,-1.31,0.82,-2.41,-1.37,-2.8,-5.47,-1.93,-6.16,-4.9,2.72,-4.92,0.83,-1.01,-0.97,-1.15,3.26,-3.57,-2.66,-2.96,1.76,-2.7,-4.12,-1.12,-1.01
195511,3.62,3.23,3.79,2.71,6.99,3.59,0.36,6.29,7.56,3.25,5.64,8.85,9.1,12.24,9.53,11.47,10.53,11,8.56,3.4,1.63,-1.65,6.76,7.71,10.82,1.46,6.32,1.25,3.77,2.38
195512,0.94,2.1,1.71,-1.51,1.51,-0.09,1.34,6.23,2.32,0.61,2.58,2.07,4.03,6.36,-2.95,7.59,-2.18,7.95,3.65,-0.12,0.86,1.61,2.32,3.65,-1.8,2.63,-0.98,4.51,2.15,2.16
195601,-2.16,0.38,0.21,-5.4,-1.44,-3.53,-1.75,-6.5,-4.62,-1.34,-4.46,-3.9,-4.15,-5.71,-6.97,-6.44,-2.67,5.86,0.49,-0.34,1.87,2.32,-4.33,-4.45,-2.28,-0.5,-4.68,-3.85,-3.58,-2.5
195602,2.35,0.07,-3.19,8.04,3.76,6.77,1.3,8.27,4.02,0.34,5.14,4.83,5.59,6.11,5.38,3.75,6.85,12.1,4.19,1.94,0.16,6.54,6.55,7.55,2.35,5.85,2.65,-0.27,3.58,3.72
195603,1.76,4.71,1.63,0.42,3.02,4.26,0.27,7.26,5.66,-0.49,11.76,9.93,4.38,8.65,4.6,0.56,1.69,9.34,11.46,3.78,1.43,6.69,13.58,10.9,6.98,2.39,0.28,2.77,5.67,8.68
195604,-0.28,2.18,7.05,2.92,2.57,-0.71,-1.57,2.76,-0.79,-3.39,0,3.63,2.88,-2.56,-5,2.22,-1.79,-6.25,3.73,-2.17,-0.88,-4.96,4.39,1.89,1.66,0.39,-1.95,-0.71,-0.01,-3.92
195605,-2.7,-3.85,-4.07,-3.6,1.59,-6,-3.98,-1.23,-5.9,-5.77,-3.55,-9.41,-2.77,-7.56,-4.79,-5,-7.21,-3.18,-6.41,-0.72,-1.06,-4.7,-1.84,-4.16,-5.57,-2.75,-4.7,2.69,-5.36,-2.51
195606,0.48,1.87,0.66,1.14,3.74,0.84,1.44,3.6,4.13,-0.57,4.51,5,6.32,5.17,7.41,3.84,-0.12,10.35,2.66,2.36,1.28,3.37,9.89,4.16,1.59,0.57,2.31,1.92,1.53,3.82
195607,2.47,0.45,1.82,1.1,4.47,3.11,0.34,3.09,2.75,0.53,5.67,10.87,8.74,5.33,4.58,5.82,0.97,2.25,6.05,5.24,2.65,-0.97,5.21,4.93,2.17,3.55,4.71,4.59,2.52,-0.97
195608,-1.71,1.88,-2.11,1.42,4,2,-1.14,-3.07,-3.67,-2.59,-3.9,-1.88,-3.57,-3.04,0.47,5.43,3.69,-5.87,-5.26,-2.48,-1.39,6.76,-4.34,-7.46,-5.25,-0.35,-2.82,-2.7,-2.76,-3.59
195609,-3.3,-1.7,-4.16,-2.7,-6.29,-4.22,-3.41,-3.68,-6.74,-1.95,-6.27,-4.64,-3.14,-6.84,-2.37,-4.72,-4.84,-2.09,-5.86,-3.86,-2.84,-5.23,-6.85,-9.4,-4.06,-1.69,-4.57,-4.5,-4.61,3.09
195610,-0.32,-2,2.72,1.05,2.12,-2.06,0.14,0.58,0.83,1.64,-1.39,0.68,3.43,3.33,-0.14,3.74,-0.86,8.03,0.43,1.14,-1.4,1.52,3.14,1.13,2,2.33,1.28,1.54,0.53,-3.07
195611,-0.14,-1.64,-1.04,0.26,-0.27,-1.59,-0.98,-1.3,-3.32,-1.56,-3.32,2.4,1.94,-1.38,-3.38,4.46,1.13,5.28,5.31,0.42,1.53,-0.03,3.91,-2.76,-0.46,2.99,-2.47,0.59,1.62,-1.93
195612,0.92,5.67,2.41,3.29,-2.88,5.53,1.26,6.06,5.27,-0.96,5.44,4.03,6.63,3.82,2.27,3.88,2.37,-0.98,4.22,1.83,2.56,3.02,5.35,1.89,2,3.65,-0.69,0.08,1.41,5.6
195701,1.34,-0.13,4.59,1.56,1.77,-4.03,1.35,-2.27,-5.64,2.33,-4.42,-9.57,-2,-7.77,-6.46,-1.85,0.76,-4.94,-4.11,2.63,2.9,6.36,-2.56,-2.93,-2.2,4.91,-1.7,0.84,1.49,-4.64
195702,-1.28,1.35,-1.14,-2.3,0.3,-2.44,0.49,-0.35,-1.9,-7.29,-1.46,-4.14,-2.16,0.5,-2.08,-6.59,1.18,-6.92,-2.2,-0.29,0.33,-0.29,-2.23,-1.14,-4.24,1.09,-1.08,-5.07,-0.5,0.11
195703,1.51,1.82,1.1,2.7,1.28,5.13,1.76,8.22,2.54,2.2,1.76,2.21,1.9,5.36,0.66,-0.2,5.04,1.33,3.19,1.7,1.51,3.63,3.93,0.9,0.99,0.43,2.1,2.57,3.62,4.68
195704,1.7,1.7,0.49,2.66,7.69,-0.49,-1.75,5.43,5.48,0.02,1.12,4.41,2.91,7.84,7.99,1.91,-0.7,-1.77,7.06,3.18,0.44,0.07,9.18,0.74,2.53,0.84,0.09,3.3,5.49,-0.47
195705,0.94,4.23,-0.88,4.26,5.89,-0.87,0.78,4.79,3.53,4.8,5.35,2.18,2.54,4.46,1.71,-0.37,-0.62,5.44,7.64,2.25,1.04,-2.26,7.66,5.03,0.71,3.6,2.5,0.75,2.82,-0.84
195706,-0.56,0.88,-1.56,0.51,2.44,0.04,-1.63,6.46,-0.11,-1.85,0.1,1.37,-2.32,2.83,0.27,-5.6,0.04,-2.47,-1.73,-5.1,-2.09,0.78,8.56,4.3,0.4,-0.03,-2.07,-0.8,-4.26,0.51
195707,1.84,-1.66,-0.48,1.72,0.01,4.85,-1.36,2.6,1.62,-0.58,1.66,-0.32,-1.85,1.13,3.73,-3.34,0.9,-1.09,1.04,0.04,-0.24,2.08,1,-0.58,2.2,0.09,3.13,1.17,-0.62,-0.59
195708,-1.97,-4.01,2.89,-4.99,-4,-2.08,-3.11,-2.98,-6.67,-7,-7.03,-7.01,-5.7,-6.51,-3.42,-1.48,-5.95,-6.98,-5.72,-2.58,-0.12,1.06,-7.72,-5.99,-6.78,-9.17,-2.26,-3.65,-3.14,-4.39
195709,-1.67,-5.21,5.36,-5.49,-0.14,-1.75,-2.25,-3.04,-6.51,-5.39,-5.15,-8.74,-7.27,-6.66,-7.38,-9.63,-10.02,-9.37,-7.95,-1.73,-2.22,2.35,-5.98,-4.14,-7.8,-4.1,0.74,-2.54,-3.94,-3.33
195710,-1.93,-2.09,0.99,-9.65,-7.52,-2.89,-3.57,-0.68,-3.49,-7.74,-3.94,-7.62,-6.42,-2.28,-3.41,-3.87,-6.71,-4.73,-5.78,-0.69,-2.1,-2.24,-1.11,-3.85,-7.25,-8.5,-3.62,-8.3,-5.57,-4.1
